row_type,panel,panel_title,condition_label,condition,delta_reference,subject,denoiser_label,display_label,model_order,delta_balanced_accuracy,mean_delta_balanced_accuracy,ci95_low,ci95_high,n_source_rows,n_subjects,n_checkpoint_seeds,n_contamination_pairs,n_train_contamination_seeds,n_test_contamination_seeds,source_file,aggregation
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC471,base6,base6,2,-0.16979138007390757,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC472,base6,base6,2,-0.044291736104366104,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC473,base6,base6,2,-0.03124379642006122,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC474,base6,base6,2,-0.048211024050385944,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC475,base6,base6,2,0.007981261230008552,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC476,base6,base6,2,0.03376799343668262,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC477,base6,base6,2,-0.10467352431907781,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC480,base6,base6,2,-0.15029750162541908,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC481,base6,base6,2,-0.0857715713162988,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC482,base6,base6,2,-0.05500581329475204,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
mean_ci,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,,base8,base8,3,,-0.0554836505699555,-0.0687943129479424,-0.0426375671388464,,75.0,5,5.0,,,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_summary.csv,Mean and 95% subject-bootstrap CI across 75 subjects
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC400,base8,base8,3,-0.07600760919769943,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC401,base8,base8,3,-0.02462499131081418,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC402,base8,base8,3,-0.18223248147814494,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC403,base8,base8,3,-0.04885550129441553,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC404,base8,base8,3,-0.07533969675725408,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC405,base8,base8,3,-0.05759205112931798,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC406,base8,base8,3,-0.07679822191317622,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC407,base8,base8,3,-0.109699620388696,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC408,base8,base8,3,-0.024002364962012773,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC409,base8,base8,3,-0.07810330183236786,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC410,base8,base8,3,-0.13999803703909708,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC411,base8,base8,3,-0.1315382198318006,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC412,base8,base8,3,-0.005323128772033083,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC414,base8,base8,3,-0.03047389337759774,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC415,base8,base8,3,-0.19300549861750768,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC416,base8,base8,3,-0.018110723562929386,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC417,base8,base8,3,-0.03435591896105333,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC418,base8,base8,3,-0.08232277717315392,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC419,base8,base8,3,-0.015386998281807715,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC420,base8,base8,3,-0.010904554913450224,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC421,base8,base8,3,-0.10055798448352503,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC422,base8,base8,3,0.013614922036364132,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC423,base8,base8,3,0.05667380184661905,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC424,base8,base8,3,-0.016407390701504227,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC425,base8,base8,3,-0.08052968181244266,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC426,base8,base8,3,-0.014843256820149985,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC427,base8,base8,3,0.025503930655546327,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC428,base8,base8,3,-0.0493046164829949,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC429,base8,base8,3,-0.024629919170569378,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC430,base8,base8,3,-0.06494208876423026,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC431,base8,base8,3,-0.058727668721578904,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC432,base8,base8,3,-0.013792627063479229,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC433,base8,base8,3,-0.0828442989530278,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC434,base8,base8,3,-0.012124503228737569,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC435,base8,base8,3,0.03159568390620307,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC437,base8,base8,3,-0.07482839411511484,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC438,base8,base8,3,0.004575794597220064,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC440,base8,base8,3,0.019505032300846024,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC441,base8,base8,3,-0.043055761719650476,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC442,base8,base8,3,-0.033478231315842134,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC443,base8,base8,3,-0.02591663317832821,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC444,base8,base8,3,-0.010925292120923993,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC445,base8,base8,3,-0.05203683132161238,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC446,base8,base8,3,-0.03972543216918917,,,,25.0,,5,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
